domain_name,app_name,developer,email,price,last_update,category,size,number_of_installs,version,compatibility,maturity_rating,app_store_purchases,rating,number_of_ratings,five_star,four_star,three_star,two_star,one_star,link,description,release_text
net.red_cat.kfccoupon,台灣肯德基優惠券 KFC COUPON APP,Red Cat Studio,service@red-cat.net,Free,28 December 2014,Shopping,1.5M,"50,000 - 100,000",2.2,2.2 and up,Everyone,n/a,3.5,185,82,32,16,9,46,https://play.google.com/store/apps/details?id=net.red_cat.kfccoupon,台灣肯德基優惠券(KFC COUPON TW)下載程式，更新快速，使用容易，臉書分享優惠券功能，讓您人氣更旺。 特點： 1.優惠券下載後，可離線使用，免去每次使用都要先開啟網路的不便。 2.優惠券圖片可使用手勢任意放大、縮小與移動，方便您查看。 3.優惠券下載速度快速，趕時間時的好幫手。 4.訂單功能，幫您管理訂單與計算總金額，讓您更方便使用優惠券。 5.Facebook分享優惠券功能，獨樂樂不如眾樂樂。,null
com.anda.otgdisk,OTG Disk Explorer Lite,Anda Studio,jacxwang@gmail.com,Free,15 October 2014,Tools,471k,"1,000,000 - 5,000,000",2.2,3.1 and up,Everyone,n/a,3.5,"6,437","2,642","1,107",777,468,"1,443",https://play.google.com/store/apps/details?id=com.anda.otgdisk,"OTG Disk Explorer lets you to read USB flash drives as well as card readers from your Nexus 7 or Nexus 10 tablets. All you have to do is connect the flash drive to an OTG(On-the-go) cable then plug in the micro USB connector of your tablet, then open this app you will see all files in USB drive and you can open them with your favorite app viewers or editors. Current support FAT32 disk format of flash drives. Note: Lite version limit single file size to 30mb, if you need to open file larger than 30mb, please consider OTG Disk Explorer Pro. For Wiki or Q/A, please reference this page: http://andastudio.wordpress.com/kiwi-for-otg-disk-explorer/ If you have any issue for the app, please leave a message on this page: http://andastudio.wordpress.com/otg-disk-explorer-bug-report/",Version 2.2 Minor bugs fixes.
com.ddtviet.beachdefence,Beach Defence,Arrasol,arraysol@gmail.com,Free,11 September 2014,Action,3.1M,"10,000 - 50,000",1.3,2.3 and up,Medium Maturity,n/a,3.7,506,242,75,64,45,80,https://play.google.com/store/apps/details?id=com.ddtviet.beachdefence,"Some people played game on PC will never forget the image of classic Bead Head game. Now with the game: “Beach Defense ”, you can play Bead Head anywhere, anytime with your android phone.     You will play a brave soldier with a machine guns and rockets to fight with enemies from the sea. The enemies are crowded and aggressive, they are equipped with advanced weapons such as: tanks and remote jet fighter........ Your mission is to kill the whole enemies to protect the coast, sea from them within 90s. After 90s if you still survive, it means you will pass the level. The higher level the more enemies, it requires you have to fast and exact. Planes and tanks of enemies can only be killed when you use missiles.      Let's play “Beach Defense"" right now to be the hero driving out enemies from our country’s territory.",Fix error.
air.com.KalromSystems.FlappyYouPro,Flappy You Pro,Kalrom Systems LTD,support@kalromsystems.com,$0.99,17 December 2014,Adventure,15M,100 - 500,1.1.1,2.2 and up,Everyone,n/a,4.2,11,7,1,2,0,1,https://play.google.com/store/apps/details?id=air.com.KalromSystems.FlappyYouPro,"The Pro version of Flappy You! Special game editing features! - Switch the bird's head! - Set the gap between the obstacles to control difficulty! - Set your own obstacle looks and texture! - Set your own background in the game! NEW! pass level to win new awesome looking birds! Flappy You Pro lets you (or one of your friends) play as a bird and dodge obstacles! You can change the face of the bird to yours or to one of your friends, fully integrated with Facebook! It's easy to have a good laugh about it by sharing your winning score screen shot with your custom looking funky bird. Flappy You is great fun with family and friends! Try it! • Switch the bird's face with a picture from your gallery or Facebook pictures of you or your friends! • Share a high score picture with your custom made bird! • Share the picture on Twitter!",null
com.cycleplay.petparadisestory,Pet Paradise Story- Matching 3,Cycleplay,support@cycleplay.co.uk,Free,25 April 2015,Puzzle,35M,"10,000 - 50,000",1.2.0,2.3.3 and up,Medium Maturity,$0.99 - $99.99,4.0,670,361,128,65,41,75,https://play.google.com/store/apps/details?id=com.cycleplay.petparadisestory,"★★★★★Amazing Fun! Pet Paradise Story is a funny and joyful game where you’ll travel through a match 3 puzzle adventure! Come join our cutest cheerful dog, grumpy cat and little guinea pig for their exciting journey! Travel through the countryside, beach, farm and pets resort looking for tasty treats! A joyful match 3 game for pet & animal lovers to make your day happier! Woof woof meow! During the adventure are offerings of achievements through Google Play Service, combos and power ups. Switch and slide the board of delicious foods to create matches of 3 or more as you trigger combos and feed your beautiful pets yummy treats. Reward them with tinned meat, fish, milk, dog biscuit, vegetable and hay cube they love! The game also has a lot of interesting power ups like magic bomb, magic shuffle and super pet power that will help on difficult levels. Come challenge your friends and invite them to enjoy the amazing FREE puzzle games! Click the DOWNLOAD button now! FEATURES: ★ SIMPLY ADDICTIVE joyful casual match 3 game with adorable cute animals! ★ Match special food to create chain combos for BIG BONUSES! ★ Unlock, explore interesting new levels and win REWARDS! ★ More that 100 levels with DAZZLING PUZZLES and obstacles! ★ SUPER BOOSTERS and POWER UPS to help you achieve higher scores! ★ DISCOVER exciting new zones with different colorful background themes! ★ FUN and ENTERTAINING gameplay, easy to learn but hard to master! ★ Invite your Facebook friends to play with your virtual pets! ★ Collecting shiny stars and compete with your friends on the leaderboard! ★ Track your friends progress using Facebook and share the adventure with them! ★ FREE download with FREE future updates, and more! ★ Earn COOL achievements! ★ Back up your great progress on Google Cloud Save! ★ SUPERB sharp stunning HD visual effects graphics supported! ★ AWESOME and never-ending fun! One of the cutest puzzle games in store! ★ If you LOVE pets, dogs, cats, kittens, puppies, piggies this is the best game for you! ★ The great puzzles for kids and adults alike! Pet Paradise Story is free to play but in-game shop items may require payment. Advertising is disabled if you make any purchase. About Cycleplay game: We aim to make simple to play and fun games for everyone to enjoy. Check out our other top-notch game Mad Dragon & Hyper Cat! Got a suggestions? We would love to hear from you! You can reach us at support at: support@cycleplay.co.uk For news and updates visit our website: http://www.cycleplay.co.uk Facebook https://www.facebook.com/petparadisestory By downloading this game, you agree to the Terms Of Service Terms of Service: http://www.cycleplay.co.uk/tos/",- More new levels - Performance improvements
eu.namcobandaigames.tekkencard,Tekken Card Tournament (CCG),BANDAI NAMCO Entertainment Europe,support@tekken-card-tournament.com,Free,20 April 2015,Card,192M,"5,000,000 - 10,000,000",3.315,2.3 and up,Medium Maturity,$0.99 - $99.99,4.1,"192,386","117,603","26,649","15,040","8,760","24,334",https://play.google.com/store/apps/details?id=eu.namcobandaigames.tekkencard,"Welcome to the brutal, tactical beatemup world of TEKKEN, as you’ve never experienced it before! TEKKEN CARD TOURNAMENT is a new beatemup CCG with real-time fighting duels and tactical, strategic, combo battles. Join over 11 million players from around the globe in the first ever free-to-play Tekken beatemup CCG. TEKKEN CARD TOURNAMENT features stunning 3D visuals, with electrifying turn-based card battles that are loaded with satisfying depth and extreme characters. TELL ME MORE! Play TEKKEN CARD TOURNAMENT online in real-time with all the strategy and tactics you need to win. It won’t be easy; your fighting opponents come from all over the globe. Do you have what it takes to take them all on? Battle and duel with the toughest competition out there. Take on the world by collecting the best fighting cards to create your own ultimate fighting deck, featuring some of the most fearsome TEKKEN fighters. Online gameplay is fast and furious. Fight battles using combos with three actions: Focus, Strike and Block. During each turn, fighters choose whether to draw a new card from their deck, launch an attack with their cards or attempt to block. Think fast, fight faster. Don’t just think with your fists in this CCG. Strategy and tactics are key with less than 10s to make decisions and guess what your competition is planning with their deck. Winning bouts needs composure, bluffing and intuition. Use combos to destroy your opponents in duels and win global competitions and tournaments. Challenge the best fighters, win bouts and uncover all the cards! Collect over 190 physical TEKKEN CARD TOURNAMENT Game Cards and bring real-world crossover to the gameplay, with unique QR codes letting you instantly add the card to your digital deck in-game, and Augmented Reality bringing the characters to life in players’ environments. Launch into combo card battles globally online with skill-matched players from around the world, and give their TEKKEN iron fist a workout anytime, anywhere. It’s a truly global beatemup CCG! WHAT PEOPLE ARE SAYING ABOUT THIS STUNNNING 3-D CCG: “There's a depth to Tekken Card Tournament that's severely lacking in other free-to-play card games.” – Pocketgamer.co.uk 8/10 “Genuinely fun to play against others.” - GamesReviews.com 8/10 GAME FEATURES DEEP GAMEPLAY: Customise your online deck. Use the fusion system to create and collect new cards, and perfect your strategic combos of Focus, Strike and Block moves to take down competition from across the globe. AMAZING VISUALS: High quality, liquid smooth 3D graphics known to the TEKKEN universe are faultlessly rendered in this beatemup game. WORLDWIDE COMPETITION: Train in solo play until you are ready to challenge matched opponents to duel around the globe online. Your aim is to climb the global rankings, with extra rewards available to win in themed contests and weekly battles. SOLO CAMPAIGN: Take up 50 unique challenges to test your skill and tactical judgement all over Japan. More countries and challenges in the next updates. TAG: A “tag deck” doubles the action in the game with a second character. Fight, and a card is randomly drawn from either deck for your main character. So if one on one isn’t enough in your world, start your tag deck for two vs two! Strike, and see your characters fight with the move on the card. If you have any problems or suggestions you can reach us at support@tekken-card-tournament.com (support in English and French only) See our FAQ page: http://www.tekken-card-tournament.com/faq Please note that a network connection is required to play. Our Terms of Service are available at the following address: http://www.tekken-card-tournament.com/general_conditions Let’s duel!",- Bug fix: Android devices running on Lollipop are crashing when a player try to create a second account or log in a second account during the same session.
com.livecc.app.noonborytalk,책 읽어주는 눈보리,K-toon,master@k-toon.co.kr,$4.13,24 February 2014,Education,43M,"10,000 - 50,000",1.01,2.0.1 and up,Low Maturity,n/a,4.2,92,50,27,4,7,4,https://play.google.com/store/apps/details?id=com.livecc.app.noonborytalk,"책 읽어주는 눈보리!!!!!! ★★★★★ EBS 방영작. 우리 아이 혼자서도 신나게 즐기자! ★★★★★아이를 위한 어플. 재미와 교육을 동시에! ★★★★★ 책읽어주는 눈보리는 2세~6세의 아이들을 대상으로 제작한 애듀테이먼트용 어플입니다. ★★★★★눈보리를 터치 하면 다양한 동작으로 반응을 하며, 눈보리와 핑크아루와 함께 20가지의 동화와 15가지의 동요를 들을 수 있습니다. ★★★★★집 안, 식당 등의 공공장소에서도, 눈보리 애니메이션과 함께라면 우리 아이 혼자서도 장시간 재밌게 놀 수 있습니다. ★★★동화 듣기 리스트★★★ ★★★★★눈보리★★★★★ 1. 개미와 배짱이 2. 곰과 두 친구 3. 까마귀와 물병 4. 양치기 소년 5. 여우와 황새 6. 욕심꾸러기 개 7. 임금님 귀는 당나귀 귀 8. 토끼와 거북이 9. 황금알을 낳는 거위 10. 흥부와 놀부 ★★★★★핑크아루★★★★★ 1. 금도끼와 은도끼 2. 선녀와 나무꾼 3. 호랑이와 곶감 4. 당나귀와 소금 5. 은혜 갚은 개미와 비둘기 6. 두마리의 염소 7. 토끼와 호랑이 8 토끼의 재판 ★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★ ★★★동요 듣기 리스트★★★ ★★★★라이트버전★★★ ★★★★★눈보리★★★★★ 1. ABC노래 2. 머리 어깨 무릎 발 3. 무슨 요일 일까요? 4. 손가락 어디있나요? 5. 안녕~잘가~ 6. 빙고는 개이름 7. 안녕 8. 호키포키 9. 작은별 10. 런던다리 ★★★★★핑크아루★★★★★ 1. 곰세마리 2. 나처럼 해봐라 3. 귀여운 꼬마 4. 리자로 끝나는 말은 5. 비행기 6. 어린 송아지 7. 열 꼬마 인디언 ---- 개발자 연락처 : 070-8164-1564","핑크아루 동화 및 동요 추가, 멀티플렛폼 지원"
com.myjoapps.whatsappletters,رسائل واتس اب,Myjo apps,support@myjoapps.com,Free,18 October 2014,Social,2.0M,"100,000 - 500,000",1.2,2.2 and up,Everyone,n/a,3.8,699,399,70,62,43,125,https://play.google.com/store/apps/details?id=com.myjoapps.whatsappletters,"تطبيق رسائل واتس اب الان يمكنك المشاركة بالرسائل وسيظهر اسمك بجانب الرسالة تطبيق متخصص بالرسائل يضم اكثر من 500 رسالة متجددة باستمرار باقسام مختلفة تتضمن رسائل الاعتذار رسائل الحب والاشواق رسائل صباحية نكت حكم و اقوال رسائل عيد الاضحى رسائل عيد الفطر رسائل اسلامية و الغاز بالاضافة الى العديد من الاقسام المتجددة إمكانية المشاركة: عبر فيسبوك ، واتساب ، فايبر ، سكايب ، تويتر ، الرسائل القصيرة وغيرها الكثير! Application messages Watts August Now you can share messages and your name will appear next to the message Application Specialist messages with more than 500 messages constantly renewed Different departments include  Messages apology Messages of love and Þ Messages morning Jokes Judgment and sayings Messages Eid al-Adha Messages Eid al-Fitr Islamic messages And gas In addition to many sections of renewable The possibility to participate: via Facebook, and Atsab, Viper, Skype, Twitter, SMS and many more!",null
com.vMob.MonsterHigh,Monster High 13,Egmont Kids Media Nordic A/S,tom.andersen@5DScandinavia.com,Free,26 November 2013,Puzzle,36M,"5,000 - 10,000",1.0,2.2 and up,Low Maturity,n/a,3.3,135,64,8,13,8,42,https://play.google.com/store/apps/details?id=com.vMob.MonsterHigh,"Hjælp mig, Gigi, med at finde mine 5 ting. Bare kig på siderne i bladet fra d. 28. november gennem dit kamera og klik på de ting der er mine - klikker du på de forkerte mister du point. Når du har fundet alle mine 5 ting kan du deltage i konkurrencen om en gratis 13 Wishes dukke og en 13 Wishes DVD. Tag et billede sammen med mig. Kig på forsiden af bladet gennem dit kamera og stil dig ved siden af. Help me, Gigi, to find my 5 things. Just look at the pages of the magazine from 28 November through your camera and click on the things that are mine - click on the wrong you lose points. Once you have found all my 5 things you can compete for a free 13 Wishes doll and a 13 Wishes DVD. Take a picture with me. Look at the cover of the magazine through your camera and stand next to it.",null
com.obreey.reader,"PocketBook - PDF, EPUB reader",Obreey Products,info@obreey-products.com,Free,23 April 2015,Books & Reference,Varies with device,"500,000 - 1,000,000",Varies with device,Varies with device,Everyone,n/a,4.4,"18,465","12,056","3,539","1,253",646,970,https://play.google.com/store/apps/details?id=com.obreey.reader,"Read, search, make notes & highlights in PDF (Adobe DRM), EPUB (Adobe DRM), DjVu, TXT, FB2, FB2.zip, CHM, html(basic), CBZ, CBR, СBT, RTF book formats. Enjoy a unique, fast and user-friendly interface that was designed to provide the most convenient set of options for you to fully enjoy reading a book. PocketBook reader allows you to customize your reading experience by adjusting text size, layouts, colors and many other options. Main features: - Scroll or turn pages by swiping, tapping on the edge of the screen or by using the volume keys. - Use single page, dual page or scroll viewing modes. - Search text to find needed information. - Highlight text and make notes. - Export notes & highlights to a file. - Adjust display brightness while reading. - Lock screen orientation. - Quickly access to table of contents, notes and highlights. - Easy book navigation. - Adobe DRM support. - OPDS catalogs. - ABBYY Lingvo, GoldenDict, ForaDict dictionaries support - Text-to-speech PDF & DjVu features: - Crop page margins manually or automatically to fit page content to the screen size. - Use pinch and stretch gestures to zoom in or out page. - Use double tap to zoom to a particular text fragment. EPUB, FB2, TXT, RTF features: - Use pinch-to-zoom gestures to change font size. - Change text and background color. PocketBook reader supports four color themes (night, day, sepia and gray). More features will be coming soon: - DOCX formats support Available languages: English, Russian, German, Portuguese By downloading, you agree to the Terms of Use at http://www.pocketbook-int.com/licenses/reader-eula.html","1.17.9671 - Fixed Adobe DRM 1.16.9658 - PDF Reflow - Adobe Vendor ID - Bookmarks - Zoom picture in EPUB, FB2 - Configure margins in EPUB, FB2 - Share books 1.15.8340 - Fixed issue with FB2, CBZ and EPUB on Android 5.0 Lollipop 1.14.8263 - Fixed FB2 issue on Android 5.0 Lollipop 1.13.8186 - Fixed crash on Android 5.0 Lollipop - Text-to-speech (TTS) support (beta) - Ability to split double-wide pages for books that were scanned open-faced - RTF support"
com.ketaikakaku.bingo,ビンゴゲーム一式セット,kinoya,youtubek.i@gmail.com,Free,6 April 2013,Casual,4.0M,"5,000 - 10,000",1.0,2.1 and up,Everyone,n/a,3.3,16,6,3,1,2,4,https://play.google.com/store/apps/details?id=com.ketaikakaku.bingo,どこでもビンゴゲーム！！ 飲み会や忘年会、結婚式の二次会などに使うと盛り上がる定番の無料ビンゴゲーム一式セットです。 デジタルのビンゴゲーム機（ビンゴマシーン）とビンゴカードが全部いっしょに！ Androidスマホさえあれば、どこでもビンゴ大会ができちゃいます。 ビンゴゲームのやり方： ・ビンゴ実行者 スタートボタンをクリックし、ストップをクリックすると、ランダムな数字が表示されていきます。 音量を上げると、ドラムロールのような効果音が聞こえます。 ・ビンゴ参加者： ビンゴカード作成ボタンをクリックすると、ビンゴカードが作成されます。 青い●の数字をクリックすると、黄色い●になります。 黄色い●を縦・横・斜めのいずれか1列そろえれば、上がりです。,null
